current_mastery,prerequisite_avg,prerequisite_min,incorrect_attempts,recent_accuracy,confusion_frequency,recent_confusion_count,time_since_last_practice,total_attempts,streak,revision_completion_rate,previous_concept_accuracy,is_confused,dataset_type
0.6757,0.298,0.132,2,0.6549,0.2711,2,9.43,11,3,0.904,0.7432,0,SYNTHETIC
0.0822,0.4292,0.4235,3,0.4249,0.686,0,100.59,15,1,0.5528,0.2186,0,SYNTHETIC
0.3754,0.0871,0.0,10,0.3822,0.1694,1,0.78,14,0,0.8956,0.1425,0,SYNTHETIC
0.5693,0.7566,0.6157,2,0.5893,0.1386,0,33.69,13,3,0.592,0.5583,0,SYNTHETIC
0.5041,0.4547,0.2956,6,0.1558,0.328,1,13.01,11,1,0.85,0.4067,0,SYNTHETIC
0.9501,0.5513,0.3736,0,0.8636,0.3685,1,6.4,13,2,0.755,0.9159,0,SYNTHETIC
0.7608,0.6038,0.5514,1,0.8567,0.4412,3,42.73,11,2,0.651,0.8428,0,SYNTHETIC
0.5569,0.2988,0.2267,2,0.6792,0.3226,1,17.73,15,3,0.4395,0.6261,0,SYNTHETIC
0.8078,0.9023,0.7635,0,0.8521,0.2296,0,10.36,17,2,0.7926,0.5017,0,SYNTHETIC
0.6686,0.4918,0.4188,4,0.7317,0.2393,3,7.04,10,7,0.1383,0.7382,0,SYNTHETIC
0.1901,0.3137,0.2973,5,0.4309,0.7418,2,43.64,9,1,0.5917,0.2425,1,SYNTHETIC
0.5932,0.8079,0.8039,5,0.4972,0.2582,0,38.45,13,2,0.6928,0.5242,0,SYNTHETIC
0.8121,0.2388,0.2313,0,0.4818,0.627,3,29.96,11,2,0.415,0.5508,1,SYNTHETIC
0.8425,0.8843,0.7718,1,0.8743,0.0352,0,56.59,17,1,0.4288,0.9757,0,SYNTHETIC
0.1501,0.3859,0.2055,6,0.343,0.7946,3,23.59,12,3,0.4666,0.3779,1,SYNTHETIC
0.7245,0.7309,0.6079,4,0.8784,0.2172,1,5.96,12,4,0.3676,1.0,0,SYNTHETIC
0.2059,0.8457,0.7048,4,0.2052,0.4956,0,8.06,10,0,0.5733,0.1646,1,SYNTHETIC
0.8098,0.8684,0.8451,5,0.6065,0.3594,0,6.66,15,3,0.7829,0.6684,0,SYNTHETIC
0.632,0.4979,0.4076,0,1.0,0.6814,2,24.96,10,2,0.6004,0.9814,1,SYNTHETIC
0.8765,0.2822,0.2652,1,0.4869,0.5399,3,4.57,11,2,0.7984,0.5037,1,SYNTHETIC
0.6248,0.4359,0.2655,1,0.7229,0.2407,0,16.96,13,3,0.3173,0.7859,0,SYNTHETIC
0.884,0.6989,0.5482,2,0.7516,0.287,0,57.85,11,1,0.8817,0.5943,0,SYNTHETIC
0.516,0.8895,0.8072,4,0.4598,0.5509,2,2.7,13,2,0.6006,0.5032,0,SYNTHETIC
0.6017,0.6397,0.5952,3,0.7073,0.5373,3,17.8,13,2,0.8853,0.8198,1,SYNTHETIC
0.3573,0.1416,0.0456,7,0.2167,0.618,0,71.26,15,3,0.4208,0.4689,1,SYNTHETIC
0.6408,0.8881,0.7732,2,1.0,0.0532,0,11.72,12,0,0.2944,0.9956,0,SYNTHETIC
0.5789,0.8868,0.723,7,0.6501,0.0589,1,0.98,11,1,0.3934,0.3887,0,SYNTHETIC
0.8133,0.6563,0.6527,4,0.582,0.299,1,9.4,15,1,0.5479,0.6489,0,SYNTHETIC
0.8726,0.7902,0.6834,0,0.7397,0.3491,0,15.96,8,7,0.8911,0.8185,0,SYNTHETIC
0.4965,0.1614,0.1331,5,0.2354,0.4709,1,12.32,12,2,0.5369,0.504,0,SYNTHETIC
0.5472,0.3358,0.2701,4,0.3825,0.3919,0,8.65,14,3,0.2709,0.2058,0,SYNTHETIC
0.4352,0.7328,0.6,4,0.1953,0.1461,0,1.26,20,1,0.7967,0.0745,0,SYNTHETIC
0.9697,0.8458,0.7661,1,0.6993,0.2756,1,72.68,20,2,0.7032,0.7452,0,SYNTHETIC
0.8674,0.7958,0.7559,2,0.9767,0.4453,1,15.76,14,4,0.3888,0.9855,0,SYNTHETIC
0.5573,0.5933,0.5203,2,0.2179,0.8164,2,93.2,13,0,0.4408,0.2089,1,SYNTHETIC
0.3429,0.6135,0.488,2,0.6644,0.326,0,27.83,7,3,0.6798,0.3736,0,SYNTHETIC
0.9077,0.3327,0.1558,5,0.4147,0.6974,0,21.89,17,2,0.2822,0.6082,0,SYNTHETIC
0.3588,0.2292,0.2049,8,0.4002,0.8542,5,45.31,12,1,0.5454,0.3152,1,SYNTHETIC
0.6214,0.6237,0.4668,4,0.6398,0.4674,1,5.81,14,5,0.6786,0.5543,0,SYNTHETIC
0.1138,0.4952,0.4189,10,0.0108,0.6376,3,4.62,12,0,0.1979,0.1139,1,SYNTHETIC
0.5166,0.6109,0.5567,2,0.5648,0.3951,1,20.3,10,3,0.8808,0.6525,0,SYNTHETIC
0.9002,0.2653,0.2268,2,0.583,0.7613,2,29.59,14,2,0.7694,0.736,0,SYNTHETIC
0.388,0.4052,0.3948,0,0.5084,0.8913,2,3.27,13,2,0.1725,0.7197,0,SYNTHETIC
0.8622,0.7084,0.5945,2,0.7228,0.4045,2,8.24,9,5,0.7267,0.7207,0,SYNTHETIC
0.5148,0.6966,0.5348,3,0.4152,0.4241,2,9.68,14,3,0.8631,0.4032,0,SYNTHETIC
0.8122,0.9283,0.7334,6,0.4154,0.2227,5,44.32,16,0,0.5558,0.4851,0,SYNTHETIC
0.8082,0.7088,0.5436,5,0.4983,0.4337,4,58.83,11,2,0.4279,0.363,0,SYNTHETIC
0.3725,0.4522,0.2629,1,0.5641,0.1413,1,25.49,7,3,0.648,0.5961,0,SYNTHETIC
0.6667,0.6429,0.5751,3,0.8723,0.0244,0,5.56,14,3,0.6466,0.6994,0,SYNTHETIC
0.5445,0.8841,0.8543,3,0.7322,0.132,1,23.58,6,0,0.4473,1.0,0,SYNTHETIC
0.2121,0.2836,0.2242,7,0.2074,0.4415,2,14.52,15,0,0.3609,0.0162,1,SYNTHETIC
0.6614,0.7079,0.5732,2,0.7301,0.3,0,11.35,14,1,0.4244,0.8356,0,SYNTHETIC
0.5484,0.6247,0.578,5,0.6028,0.2241,0,37.74,9,0,0.3804,0.635,0,SYNTHETIC
0.6101,0.9409,0.9244,4,0.5252,0.6276,5,1.31,8,0,0.203,0.6405,0,SYNTHETIC
0.4575,0.8851,0.7648,2,0.5904,0.0694,0,34.66,11,0,0.4783,0.7527,0,SYNTHETIC
0.9102,0.6557,0.5855,2,0.5596,0.3846,0,84.2,9,2,0.5452,0.6917,1,SYNTHETIC
0.7304,0.6356,0.5701,4,0.6237,0.654,2,22.52,12,1,0.8474,0.3428,1,SYNTHETIC
0.1684,0.1251,0.0,5,0.4717,0.9043,3,1.07,17,1,0.5493,0.309,1,SYNTHETIC
0.7047,0.5283,0.4054,2,0.5439,0.1302,2,50.27,16,2,0.9681,0.3876,0,SYNTHETIC
0.8131,0.7635,0.5975,1,0.8791,0.2492,0,12.0,7,3,0.4939,1.0,1,SYNTHETIC
0.4229,0.5645,0.396,1,0.8526,0.2047,0,0.03,14,2,0.5314,0.6801,1,SYNTHETIC
0.3703,0.4646,0.3371,9,0.0723,0.5715,2,3.12,14,0,0.4634,0.1401,0,SYNTHETIC
0.6402,0.7394,0.6442,3,0.8161,0.7138,3,7.26,11,1,0.5786,0.5742,1,SYNTHETIC
0.8621,0.6283,0.4926,2,0.723,0.1183,0,28.37,18,1,0.7593,0.7247,0,SYNTHETIC
0.3716,0.2511,0.1005,7,0.4065,0.5663,1,27.55,12,1,0.4886,0.5458,0,SYNTHETIC
0.9041,0.5911,0.5686,3,0.4679,0.3951,6,8.77,10,1,0.8904,0.5226,1,SYNTHETIC
0.608,0.6412,0.5985,0,0.9221,0.3254,1,34.42,13,4,0.5615,0.5472,0,SYNTHETIC
0.5346,0.7905,0.6557,2,0.6512,0.3162,2,9.39,13,2,0.5496,0.271,0,SYNTHETIC
0.3447,0.3296,0.2754,7,0.3094,0.7156,1,50.26,13,0,0.2284,0.6446,1,SYNTHETIC
0.3968,0.7183,0.609,1,0.7955,0.1814,0,2.9,8,4,0.7775,0.8021,0,SYNTHETIC
0.6617,0.6096,0.5984,2,0.8323,0.1559,0,10.65,12,4,0.3886,0.9041,0,SYNTHETIC
0.1933,0.1266,0.0,4,0.2992,0.561,2,16.79,15,0,0.1419,0.4288,1,SYNTHETIC
0.8467,0.6998,0.5103,1,0.8565,0.1793,1,4.79,17,6,0.5128,0.7174,0,SYNTHETIC
0.3803,0.3774,0.2959,4,0.4726,0.4658,1,87.53,12,2,0.3377,0.3444,1,SYNTHETIC
0.7923,0.7221,0.7009,3,0.5161,0.0972,0,8.61,10,2,0.2291,0.3324,0,SYNTHETIC
0.2366,0.8025,0.766,5,0.3492,0.5798,0,31.14,19,2,0.6144,0.4046,1,SYNTHETIC
0.4213,0.6485,0.5646,3,0.3693,0.2943,2,65.66,17,0,0.5683,0.215,1,SYNTHETIC
0.5045,0.7441,0.5762,5,0.6294,0.6486,1,30.22,8,0,0.7948,0.8263,1,SYNTHETIC
0.7539,0.9127,0.7694,2,0.5958,0.4193,3,9.5,9,1,0.7619,0.2793,0,SYNTHETIC
0.9559,0.6391,0.516,4,0.6746,0.3934,0,14.77,10,1,0.8547,0.6523,0,SYNTHETIC
0.716,0.4735,0.4119,8,0.1684,0.3625,2,30.95,17,0,0.6292,0.0494,1,SYNTHETIC
0.8514,0.4754,0.4137,4,0.585,0.3669,0,6.31,18,0,0.1282,0.3489,0,SYNTHETIC
0.2541,0.7164,0.6639,3,0.6008,0.426,1,77.21,11,2,0.6263,0.4496,0,SYNTHETIC
0.7755,0.6878,0.5993,2,0.5686,0.0906,0,15.29,15,2,0.4437,0.8526,0,SYNTHETIC
0.6958,0.3842,0.3176,5,0.7821,0.5141,3,7.55,12,1,0.72,0.5819,1,SYNTHETIC
0.6469,0.2407,0.1713,4,0.6819,0.3413,0,34.15,8,0,0.9434,0.4459,0,SYNTHETIC
0.7358,0.8192,0.6434,4,0.3005,0.1623,1,5.31,13,0,0.7626,0.6785,1,SYNTHETIC
0.1303,0.8516,0.7194,3,0.8764,0.2642,1,17.25,13,5,0.2552,1.0,1,SYNTHETIC
0.8099,0.5317,0.4686,6,0.5801,0.2583,1,37.96,13,1,0.457,0.539,1,SYNTHETIC
0.758,0.4892,0.3396,1,0.7353,0.0998,0,9.19,20,4,0.5969,0.7591,0,SYNTHETIC
0.3468,0.24,0.0445,12,0.1762,0.654,2,10.53,11,0,0.3439,0.0,1,SYNTHETIC
0.3923,0.2764,0.1152,2,0.065,0.6129,1,25.38,9,0,0.2481,0.0,1,SYNTHETIC
0.3094,0.7454,0.6056,3,0.5699,0.6842,0,8.08,17,2,0.4626,0.3804,1,SYNTHETIC
0.3801,0.3458,0.2149,3,0.6194,0.455,1,64.18,13,1,0.7665,0.4282,0,SYNTHETIC
0.4521,0.6097,0.575,0,0.7503,0.2506,1,0.95,14,1,0.7837,0.8747,1,SYNTHETIC
0.5546,0.7577,0.6047,2,0.8063,0.4925,1,0.22,10,2,0.5204,0.821,0,SYNTHETIC
0.3648,0.5867,0.4204,6,0.654,0.4088,1,41.08,11,0,0.1699,0.5881,1,SYNTHETIC
0.2853,0.4235,0.3788,14,0.0538,0.4142,1,10.24,19,1,0.3446,0.0678,1,SYNTHETIC
0.7228,0.628,0.5673,3,0.7984,0.1684,1,42.45,14,2,0.5662,0.5336,0,SYNTHETIC
0.6192,0.8769,0.7695,5,0.5464,0.526,0,24.48,17,0,0.6174,0.4057,0,SYNTHETIC
0.6192,0.651,0.5592,3,0.5269,0.2977,0,16.13,16,0,0.7737,0.8715,1,SYNTHETIC
0.8474,0.8914,0.7871,1,0.9085,0.1465,0,0.04,8,6,0.3783,0.8478,0,SYNTHETIC
0.49,0.5613,0.4666,4,0.388,0.7583,3,4.53,12,0,0.4974,0.5105,1,SYNTHETIC
0.7322,0.4923,0.4755,4,0.4226,0.616,1,6.17,12,2,0.4882,0.1089,0,SYNTHETIC
0.1435,0.3795,0.3606,9,0.2863,0.9154,9,41.84,11,2,0.3926,0.1229,1,SYNTHETIC
0.4504,0.2029,0.0429,10,0.3611,0.7357,0,11.5,18,2,0.1249,0.112,1,SYNTHETIC
0.4352,0.7322,0.5351,1,0.9273,0.2122,2,52.78,17,4,0.7754,0.8252,0,SYNTHETIC
0.5821,0.6701,0.4931,0,0.9647,0.1673,1,65.29,16,2,0.5746,1.0,0,SYNTHETIC
0.7558,0.7458,0.6751,4,0.7292,0.2019,1,12.55,13,1,0.5468,0.5865,0,SYNTHETIC
0.1183,0.4871,0.3313,7,0.1593,0.6177,5,7.02,8,3,0.7877,0.4675,0,SYNTHETIC
0.6784,0.373,0.1972,3,0.6541,0.341,1,24.43,13,4,0.4459,0.9072,0,SYNTHETIC
0.3118,0.3365,0.2584,5,0.4024,0.2328,0,49.44,13,1,0.602,0.1936,0,SYNTHETIC
0.4527,0.6514,0.5427,1,0.7914,0.5596,0,19.19,11,3,0.6829,0.8379,0,SYNTHETIC
0.639,0.5017,0.3915,0,0.8683,0.1188,0,13.91,16,2,0.2573,0.8318,0,SYNTHETIC
0.7351,0.699,0.5642,1,0.735,0.7141,1,12.52,9,4,0.8929,0.6053,0,SYNTHETIC
0.9485,0.7202,0.5799,5,0.2489,0.454,1,20.79,14,2,0.8482,0.3634,1,SYNTHETIC
0.4752,0.2806,0.0944,1,0.6995,0.4095,1,20.78,13,2,0.1254,0.38,0,SYNTHETIC
0.5021,0.535,0.3878,9,0.3269,0.4312,1,16.76,14,0,0.3747,0.3168,0,SYNTHETIC
0.2326,0.3446,0.1909,7,0.3302,0.9345,3,1.04,13,0,0.3829,0.137,0,SYNTHETIC
0.9632,0.8991,0.7983,0,0.7235,0.0691,0,4.51,13,2,0.5332,0.7801,0,SYNTHETIC
0.6462,0.6654,0.5663,3,0.5247,0.2842,1,3.62,15,1,0.6054,0.4868,1,SYNTHETIC
0.8358,0.7616,0.7346,2,0.772,0.5519,2,21.57,13,2,0.5141,0.7764,0,SYNTHETIC
0.1382,0.2983,0.1703,6,0.3249,0.9431,2,7.67,11,3,0.3785,0.3995,0,SYNTHETIC
0.4695,0.5381,0.5042,7,0.0,0.6206,0,3.0,13,0,0.8035,0.0,1,SYNTHETIC
0.2274,0.6641,0.5588,3,0.4676,0.3449,1,67.08,9,2,0.674,0.1277,0,SYNTHETIC
0.4732,0.656,0.4713,4,0.5549,0.4633,2,24.3,11,1,0.1718,0.2441,1,SYNTHETIC
0.5426,0.5836,0.5399,5,0.4138,0.2434,1,22.21,15,0,0.7208,0.5543,1,SYNTHETIC
0.879,0.8561,0.7149,1,0.5651,0.517,0,30.54,17,2,0.672,0.9398,0,SYNTHETIC
0.6105,0.7231,0.5571,3,0.6038,0.2902,3,6.96,13,0,0.382,0.2721,1,SYNTHETIC
0.6092,0.6299,0.4793,1,0.8323,0.2894,1,9.33,15,4,0.4262,0.9959,0,SYNTHETIC
0.359,0.1538,0.1494,12,0.078,0.4865,0,17.05,8,0,0.4732,0.0,1,SYNTHETIC
0.756,0.9287,0.7365,8,0.4318,0.1832,2,2.17,13,0,0.3316,0.2762,0,SYNTHETIC
0.5393,0.7566,0.6078,4,0.6676,0.0323,0,2.58,7,6,0.8596,0.5433,0,SYNTHETIC
0.744,0.511,0.4888,1,0.7333,0.3304,0,25.67,14,1,0.7296,0.92,1,SYNTHETIC
0.3782,0.5546,0.3935,7,0.1574,0.7608,4,20.0,16,2,0.6012,0.2196,0,SYNTHETIC
0.5721,0.0914,0.0,6,0.1915,0.8159,0,34.22,19,0,0.1935,0.307,0,SYNTHETIC
0.6909,0.5823,0.4288,3,0.1598,0.6984,3,11.32,13,0,0.8816,0.0,1,SYNTHETIC
0.4495,0.8115,0.753,1,0.8224,0.1754,1,19.21,10,1,0.5311,0.9473,1,SYNTHETIC
0.0819,0.1051,0.0806,6,0.0504,0.8334,0,22.49,15,0,0.2357,0.1505,1,SYNTHETIC
0.5793,0.1082,0.0991,7,0.1822,0.7388,3,16.38,14,1,0.5457,0.026,0,SYNTHETIC
0.691,0.6593,0.4884,5,0.3588,0.5248,1,6.0,10,1,0.401,0.4806,1,SYNTHETIC
0.852,0.764,0.6827,0,0.4708,0.4382,0,50.41,12,1,0.8508,0.6224,0,SYNTHETIC
0.8451,0.485,0.4088,2,0.8291,0.0555,0,46.45,13,1,0.6487,1.0,1,SYNTHETIC
0.3896,0.518,0.4235,0,0.448,0.3509,0,9.8,10,6,0.6689,0.8897,1,SYNTHETIC
0.1723,0.6173,0.587,11,0.1219,0.4866,0,7.94,7,0,0.2125,0.0,0,SYNTHETIC
0.8376,0.8478,0.7692,6,0.6334,0.2079,0,36.18,11,1,0.8038,0.5493,1,SYNTHETIC
0.8222,0.4834,0.472,0,0.5628,0.4953,2,14.43,10,2,0.683,1.0,1,SYNTHETIC
0.2483,0.5535,0.4656,1,0.7828,0.6192,3,14.38,14,3,0.8539,0.8566,1,SYNTHETIC
0.4872,0.5527,0.3592,1,0.4533,0.3598,1,30.27,17,2,0.6983,0.7823,1,SYNTHETIC
0.1947,0.0584,0.0112,4,0.0128,0.734,3,36.58,20,0,0.4112,0.0,1,SYNTHETIC
0.8138,0.4167,0.3776,3,0.7026,0.1702,0,25.62,12,1,0.8806,0.7824,0,SYNTHETIC
0.6314,0.7914,0.6501,1,0.9701,0.3576,3,10.34,13,0,0.5765,0.9643,0,SYNTHETIC
0.6306,0.4978,0.4198,6,0.1201,0.571,1,15.77,13,1,0.8104,0.3981,1,SYNTHETIC
0.3588,0.6378,0.5733,6,0.5883,0.3895,1,6.75,15,2,0.9404,0.7859,1,SYNTHETIC
0.5821,0.0865,0.0,1,0.3548,0.6774,1,43.66,10,1,0.5463,0.2561,1,SYNTHETIC
0.4502,0.9447,0.9385,2,0.6352,0.3601,0,3.14,11,2,0.6058,0.4534,0,SYNTHETIC
0.675,0.046,0.0,7,0.4199,0.2688,0,14.38,16,1,0.386,0.1983,0,SYNTHETIC
0.498,0.4798,0.3309,4,0.3154,0.6363,3,40.87,12,0,0.7301,0.6622,1,SYNTHETIC
0.0948,0.4054,0.3406,7,0.341,0.8679,3,3.77,14,0,0.7609,0.4172,1,SYNTHETIC
0.2802,0.2403,0.0894,4,0.4513,0.6719,3,169.67,15,1,0.3644,0.3171,1,SYNTHETIC
0.1747,0.2868,0.2708,2,0.6651,0.6497,0,60.85,13,1,0.5175,0.392,1,SYNTHETIC
0.8872,0.6918,0.5108,5,0.5814,0.5683,2,15.39,15,3,0.4613,0.6566,0,SYNTHETIC
0.2,0.4171,0.3182,6,0.2536,0.9098,1,1.12,18,5,0.2764,0.3694,0,SYNTHETIC
0.973,0.8413,0.7313,1,0.7288,0.3175,1,21.54,15,7,0.8328,0.385,0,SYNTHETIC
0.573,0.8029,0.6227,2,0.3819,0.3547,1,7.04,13,2,0.6373,0.5238,0,SYNTHETIC
0.5458,0.4759,0.4634,5,0.4198,0.7411,4,4.27,15,2,0.8278,0.5701,0,SYNTHETIC
0.0763,0.5684,0.3739,13,0.0741,0.7432,4,25.14,8,1,0.6322,0.2102,1,SYNTHETIC
0.3342,0.1563,0.0687,10,0.2372,0.5117,1,15.19,11,1,0.8664,0.2599,0,SYNTHETIC
0.3063,0.484,0.2974,2,0.5357,0.4916,0,40.17,14,3,0.8995,0.616,1,SYNTHETIC
0.5616,0.1678,0.0,3,0.3305,0.6938,2,33.57,15,1,0.4594,0.2746,1,SYNTHETIC
0.4706,0.7516,0.6389,10,0.4003,0.3811,1,140.76,14,2,0.2138,0.2299,0,SYNTHETIC
0.6122,0.6623,0.6621,1,0.663,0.1804,0,3.86,12,1,0.5282,0.8278,0,SYNTHETIC
0.2663,0.3206,0.2132,7,0.5339,0.5644,4,12.43,11,1,0.4518,0.4317,1,SYNTHETIC
0.427,0.5485,0.45,7,0.2563,0.7427,3,16.73,14,2,0.3102,0.265,0,SYNTHETIC
0.6377,0.6511,0.5741,0,0.9806,0.4329,1,16.84,16,3,0.3524,0.8353,0,SYNTHETIC
0.8191,0.5586,0.513,5,0.4676,0.4288,5,5.47,11,2,0.944,0.7585,0,SYNTHETIC
0.5933,0.6218,0.481,4,0.5798,0.734,2,15.31,10,0,0.4814,0.6393,0,SYNTHETIC
0.3146,0.3537,0.3243,4,0.1948,0.2128,0,97.08,9,0,0.6688,0.1362,1,SYNTHETIC
0.1769,0.1165,0.0,8,0.4026,0.4716,1,61.19,6,1,0.0957,0.3913,1,SYNTHETIC
0.3118,0.6291,0.5099,9,0.4436,0.4511,4,45.54,20,2,0.5783,0.542,0,SYNTHETIC
0.3809,0.6501,0.4703,8,0.5054,0.5422,0,1.67,15,1,0.2855,0.051,1,SYNTHETIC
0.4646,0.2464,0.1514,5,0.1463,0.5172,2,19.92,20,0,0.3871,0.4918,1,SYNTHETIC
0.5183,0.9348,0.7639,6,0.117,0.5185,1,29.66,8,0,0.6825,0.1493,1,SYNTHETIC
0.5262,0.7047,0.5341,6,0.4146,0.3765,1,38.22,16,1,0.6818,0.4706,1,SYNTHETIC
0.7121,0.2902,0.1941,4,0.4212,0.503,2,8.68,12,3,0.7458,0.2617,0,SYNTHETIC
0.8442,0.689,0.4946,2,0.8462,0.6752,2,20.11,12,1,0.7988,0.752,0,SYNTHETIC
0.8365,0.9022,0.8078,4,0.5227,0.1429,1,2.92,15,1,0.2936,0.2903,0,SYNTHETIC
0.0963,0.473,0.2737,5,0.817,0.7674,1,37.71,7,1,0.2365,0.7344,1,SYNTHETIC
0.4391,0.1217,0.0,6,0.1014,0.2008,0,56.04,19,0,0.0538,0.3118,1,SYNTHETIC
0.3566,0.4348,0.3204,8,0.4917,0.6702,3,12.54,14,0,0.2015,0.4783,1,SYNTHETIC
0.8077,0.6441,0.5563,2,0.7259,0.2384,1,32.2,13,2,0.7686,0.9807,1,SYNTHETIC
0.8049,0.7358,0.6306,2,0.849,0.411,1,30.15,20,5,0.6492,0.7747,0,SYNTHETIC
0.6857,0.6795,0.5944,1,0.708,0.1559,0,53.42,14,2,0.4823,0.6166,0,SYNTHETIC
0.7334,0.8165,0.8082,2,0.5205,0.272,0,12.98,9,0,0.7333,0.7177,1,SYNTHETIC
0.9408,0.8299,0.7843,1,1.0,0.053,0,31.14,11,4,0.632,0.8648,0,SYNTHETIC
0.0377,0.4088,0.2768,2,0.6428,0.7564,0,5.61,11,0,0.1687,0.432,1,SYNTHETIC
0.5582,0.6324,0.5956,0,0.7153,0.2381,1,9.47,14,0,0.2483,0.6501,0,SYNTHETIC
0.8717,0.8897,0.8703,0,1.0,0.3072,1,19.74,9,1,0.2583,0.8522,0,SYNTHETIC
0.5452,0.4587,0.4289,1,0.929,0.3979,2,2.2,13,1,0.3723,0.7524,1,SYNTHETIC
0.4204,0.2219,0.0626,4,0.2785,0.8939,3,8.81,14,0,0.4032,0.0,0,SYNTHETIC
0.5202,0.345,0.1597,0,0.6857,0.2826,1,16.82,9,0,0.189,0.546,1,SYNTHETIC
0.3304,0.5519,0.4054,2,0.7036,0.5435,1,22.19,12,1,0.4403,0.8794,0,SYNTHETIC
0.635,0.7353,0.5471,1,0.7706,0.4867,2,11.07,14,2,0.4177,0.8819,0,SYNTHETIC
0.4682,0.6723,0.5688,5,0.5452,0.3039,0,22.46,14,5,0.8414,0.6333,1,SYNTHETIC
0.5843,0.5743,0.4952,2,0.7888,0.3496,0,14.82,20,2,0.7936,0.3778,1,SYNTHETIC
0.5581,0.6498,0.5775,2,0.8196,0.6647,4,11.23,15,2,0.5558,0.8592,0,SYNTHETIC
0.3157,0.2054,0.0204,1,0.3839,0.5678,2,18.99,8,1,0.2207,0.2111,0,SYNTHETIC
0.7711,0.7968,0.6484,1,0.8513,0.4163,2,42.13,16,3,0.4123,0.9313,0,SYNTHETIC
0.7583,0.641,0.4967,3,0.3718,0.1494,1,15.13,12,2,0.3346,0.1792,1,SYNTHETIC
0.5546,0.7358,0.5634,8,0.504,0.4256,1,55.23,11,1,0.2974,0.1455,0,SYNTHETIC
0.068,0.0575,0.0,3,0.469,0.8859,4,21.68,22,5,0.6436,0.163,0,SYNTHETIC
0.6486,0.8456,0.7219,5,0.8704,0.3194,2,12.16,20,9,0.9374,0.6717,0,SYNTHETIC
0.942,0.5588,0.5378,1,1.0,0.1429,0,43.49,15,2,0.4353,0.3895,0,SYNTHETIC
0.4586,0.8873,0.6873,5,0.6161,0.1672,0,27.54,6,2,0.8631,0.8823,0,SYNTHETIC
0.8961,0.8053,0.6111,0,0.86,0.2567,0,55.67,12,3,0.7574,0.6367,0,SYNTHETIC
0.0293,0.3752,0.2429,4,0.3568,0.6718,3,6.19,10,1,0.3461,0.6044,0,SYNTHETIC
0.3926,0.4329,0.4325,9,0.1194,0.4338,0,17.14,13,0,0.747,0.092,1,SYNTHETIC
0.6729,0.6519,0.5627,2,0.7874,0.2821,0,2.51,17,4,0.6134,0.764,0,SYNTHETIC
0.8119,0.6099,0.5097,5,0.4473,0.2021,1,0.8,16,3,0.6909,0.6492,0,SYNTHETIC
0.4135,0.6964,0.5679,2,0.7958,0.3532,0,11.61,10,1,0.6837,0.7113,1,SYNTHETIC
0.2061,0.0622,0.0,5,0.4039,0.8608,1,115.75,11,1,0.145,0.4753,1,SYNTHETIC
0.3358,0.6354,0.459,0,0.6698,0.1545,1,35.04,12,2,0.75,0.9048,1,SYNTHETIC
0.6288,0.5823,0.5304,8,0.4101,0.3203,0,11.53,23,5,0.4691,0.3565,1,SYNTHETIC
0.423,0.5394,0.3706,3,0.5462,0.2708,0,45.87,15,1,0.3255,0.801,1,SYNTHETIC
0.7368,0.5078,0.3087,0,0.9683,0.5081,2,11.16,15,4,0.9234,0.941,0,SYNTHETIC
0.4114,0.5313,0.5141,0,0.8636,0.2169,0,14.58,16,0,0.6408,0.9062,0,SYNTHETIC
0.7325,0.7409,0.5976,2,0.7277,0.4384,2,12.47,9,1,0.7712,0.6788,1,SYNTHETIC
0.1933,0.0847,0.0,5,0.3949,0.4848,3,10.77,15,1,0.2501,0.3469,1,SYNTHETIC
0.6662,0.8035,0.6275,4,0.6806,0.1871,1,10.39,8,0,0.7574,0.5606,0,SYNTHETIC
0.4731,0.7472,0.6328,3,0.5249,0.1723,0,9.25,12,1,0.75,0.5902,0,SYNTHETIC
0.549,0.7974,0.6626,3,0.5611,0.6949,3,5.14,9,1,0.4608,0.6939,0,SYNTHETIC
0.5777,0.3197,0.1849,6,0.1113,0.7673,5,16.78,13,1,0.3577,0.3411,1,SYNTHETIC
0.9212,0.8296,0.7309,1,0.5981,0.4822,1,1.31,13,2,0.8884,0.5521,0,SYNTHETIC
0.2687,0.645,0.5819,5,0.4489,0.3157,1,34.45,12,1,0.1325,0.4809,1,SYNTHETIC
0.1529,0.5087,0.4401,4,0.5464,0.8107,2,22.5,13,3,0.5841,0.4805,1,SYNTHETIC
0.6242,0.6679,0.4902,5,0.7697,0.5143,0,1.77,12,0,0.2624,0.8942,1,SYNTHETIC
0.327,0.3257,0.3131,5,0.5055,0.4586,4,0.37,15,0,0.12,0.4434,0,SYNTHETIC
0.1755,0.1572,0.0,4,0.3672,0.923,5,33.68,10,1,0.382,0.4561,0,SYNTHETIC
0.9356,0.529,0.4902,4,0.4787,0.1429,1,40.52,13,2,0.3855,0.2718,0,SYNTHETIC
0.867,0.5463,0.5094,3,0.6258,0.3144,1,3.51,11,4,0.8769,0.5435,0,SYNTHETIC
0.5724,0.2905,0.2781,5,0.3435,0.6169,3,3.72,18,1,0.9533,0.212,1,SYNTHETIC
0.4558,0.3852,0.3434,6,0.4534,0.6129,3,56.69,6,0,0.7496,0.4982,0,SYNTHETIC
0.8741,0.9529,0.896,2,0.7243,0.0746,0,1.87,10,3,0.5605,0.9746,1,SYNTHETIC
