student_id,concept_id,attempt_number,is_correct,true_mastery,dataset_type
student_26,concept_1,13,1,0.7726,SYNTHETIC
student_26,concept_1,14,1,0.8029,SYNTHETIC
student_26,concept_1,15,1,0.8501,SYNTHETIC
student_26,concept_1,16,1,0.8902,SYNTHETIC
student_26,concept_1,17,0,0.9035,SYNTHETIC
student_26,concept_1,18,1,0.9282,SYNTHETIC
student_26,concept_1,19,1,0.9386,SYNTHETIC
student_26,concept_1,20,1,0.95,SYNTHETIC
student_26,concept_1,21,1,0.95,SYNTHETIC
student_26,concept_1,22,1,0.95,SYNTHETIC
student_26,concept_2,1,0,0.1481,SYNTHETIC
student_26,concept_2,2,0,0.2123,SYNTHETIC
student_26,concept_2,3,0,0.2793,SYNTHETIC
student_26,concept_2,4,1,0.3394,SYNTHETIC
student_26,concept_2,5,0,0.4053,SYNTHETIC
student_26,concept_2,6,1,0.4244,SYNTHETIC
student_26,concept_2,7,1,0.4897,SYNTHETIC
student_26,concept_2,8,0,0.5074,SYNTHETIC
student_26,concept_2,9,0,0.578,SYNTHETIC
student_26,concept_3,1,1,0.1229,SYNTHETIC
student_26,concept_3,2,0,0.2023,SYNTHETIC
student_26,concept_3,3,0,0.2152,SYNTHETIC
student_26,concept_3,4,0,0.2904,SYNTHETIC
student_26,concept_3,5,0,0.3271,SYNTHETIC
student_26,concept_3,6,0,0.3651,SYNTHETIC
student_26,concept_3,7,0,0.4326,SYNTHETIC
student_26,concept_4,1,1,0.2747,SYNTHETIC
student_26,concept_4,2,1,0.3358,SYNTHETIC
student_26,concept_4,3,1,0.4074,SYNTHETIC
student_26,concept_4,4,0,0.474,SYNTHETIC
student_26,concept_4,5,0,0.5415,SYNTHETIC
student_26,concept_4,6,0,0.5466,SYNTHETIC
student_26,concept_4,7,0,0.5514,SYNTHETIC
student_26,concept_5,1,0,0.2117,SYNTHETIC
student_26,concept_5,2,0,0.2369,SYNTHETIC
student_26,concept_5,3,1,0.29,SYNTHETIC
student_26,concept_5,4,0,0.2901,SYNTHETIC
student_26,concept_5,5,0,0.3243,SYNTHETIC
student_26,concept_5,6,0,0.3914,SYNTHETIC
student_26,concept_6,1,1,0.5589,SYNTHETIC
student_26,concept_6,2,0,0.6184,SYNTHETIC
student_26,concept_6,3,1,0.6593,SYNTHETIC
student_26,concept_6,4,1,0.6618,SYNTHETIC
student_26,concept_6,5,1,0.7392,SYNTHETIC
student_26,concept_6,6,1,0.7873,SYNTHETIC
student_26,concept_6,7,1,0.7892,SYNTHETIC
student_26,concept_6,8,1,0.8478,SYNTHETIC
student_26,concept_6,9,1,0.9192,SYNTHETIC
student_26,concept_6,10,1,0.9228,SYNTHETIC
student_26,concept_6,11,1,0.95,SYNTHETIC
student_26,concept_6,12,1,0.95,SYNTHETIC
student_26,concept_6,13,1,0.95,SYNTHETIC
student_26,concept_6,14,1,0.95,SYNTHETIC
student_26,concept_6,15,1,0.95,SYNTHETIC
student_26,concept_6,16,1,0.95,SYNTHETIC
student_26,concept_6,17,1,0.95,SYNTHETIC
student_26,concept_6,18,1,0.95,SYNTHETIC
student_26,concept_6,19,1,0.95,SYNTHETIC
student_26,concept_6,20,1,0.95,SYNTHETIC
student_26,concept_6,21,1,0.95,SYNTHETIC
student_26,concept_6,22,1,0.95,SYNTHETIC
student_26,concept_7,1,0,0.4811,SYNTHETIC
student_26,concept_7,2,1,0.5018,SYNTHETIC
student_26,concept_7,3,0,0.5758,SYNTHETIC
student_26,concept_7,4,1,0.5929,SYNTHETIC
student_26,concept_7,5,1,0.6673,SYNTHETIC
student_26,concept_7,6,1,0.6683,SYNTHETIC
student_26,concept_7,7,1,0.7322,SYNTHETIC
student_26,concept_7,8,1,0.8072,SYNTHETIC
student_26,concept_7,9,1,0.8797,SYNTHETIC
student_26,concept_7,10,1,0.888,SYNTHETIC
student_26,concept_7,11,1,0.95,SYNTHETIC
student_26,concept_7,12,1,0.95,SYNTHETIC
student_26,concept_7,13,1,0.95,SYNTHETIC
student_26,concept_7,14,1,0.95,SYNTHETIC
student_26,concept_7,15,1,0.95,SYNTHETIC
student_26,concept_7,16,1,0.95,SYNTHETIC
student_26,concept_7,17,1,0.95,SYNTHETIC
student_26,concept_7,18,1,0.95,SYNTHETIC
student_26,concept_7,19,1,0.95,SYNTHETIC
student_26,concept_7,20,1,0.95,SYNTHETIC
student_26,concept_7,21,1,0.95,SYNTHETIC
student_26,concept_7,22,1,0.95,SYNTHETIC
student_26,concept_7,23,1,0.95,SYNTHETIC
student_26,concept_7,24,1,0.95,SYNTHETIC
student_26,concept_8,1,1,0.2823,SYNTHETIC
student_26,concept_8,2,1,0.3498,SYNTHETIC
student_26,concept_8,3,0,0.3596,SYNTHETIC
student_26,concept_8,4,0,0.4174,SYNTHETIC
student_26,concept_8,5,1,0.4423,SYNTHETIC
student_26,concept_8,6,0,0.4849,SYNTHETIC
student_26,concept_8,7,1,0.5387,SYNTHETIC
student_26,concept_9,1,1,0.31,SYNTHETIC
student_26,concept_9,2,0,0.3245,SYNTHETIC
student_26,concept_9,3,0,0.3717,SYNTHETIC
student_26,concept_9,4,0,0.4437,SYNTHETIC
student_26,concept_9,5,0,0.494,SYNTHETIC
student_26,concept_9,6,0,0.55,SYNTHETIC
student_26,concept_9,7,1,0.5871,SYNTHETIC
student_26,concept_9,8,0,0.5944,SYNTHETIC
student_26,concept_9,9,1,0.6524,SYNTHETIC
student_26,concept_9,10,0,0.6737,SYNTHETIC
student_26,concept_9,11,1,0.7264,SYNTHETIC
student_26,concept_9,12,1,0.7808,SYNTHETIC
student_26,concept_9,13,1,0.8322,SYNTHETIC
student_26,concept_9,14,1,0.8777,SYNTHETIC
student_26,concept_9,15,1,0.9185,SYNTHETIC
student_26,concept_9,16,1,0.95,SYNTHETIC
student_27,concept_0,1,0,0.076,SYNTHETIC
student_27,concept_0,2,0,0.0868,SYNTHETIC
student_27,concept_0,3,0,0.1382,SYNTHETIC
student_27,concept_0,4,0,0.1597,SYNTHETIC
student_27,concept_0,5,1,0.2369,SYNTHETIC
student_27,concept_0,6,0,0.2412,SYNTHETIC
student_27,concept_1,1,0,0.2399,SYNTHETIC
student_27,concept_1,2,0,0.2551,SYNTHETIC
student_27,concept_1,3,1,0.2964,SYNTHETIC
student_27,concept_1,4,0,0.3058,SYNTHETIC
student_27,concept_1,5,0,0.3289,SYNTHETIC
student_27,concept_1,6,0,0.3784,SYNTHETIC
student_27,concept_1,7,0,0.4293,SYNTHETIC
student_27,concept_1,8,0,0.4672,SYNTHETIC
student_27,concept_1,9,1,0.5043,SYNTHETIC
student_27,concept_1,10,1,0.5133,SYNTHETIC
student_27,concept_1,11,1,0.5149,SYNTHETIC
student_27,concept_1,12,0,0.5855,SYNTHETIC
student_27,concept_1,13,1,0.6641,SYNTHETIC
student_27,concept_1,14,1,0.7075,SYNTHETIC
student_27,concept_1,15,1,0.7236,SYNTHETIC
student_27,concept_1,16,1,0.7468,SYNTHETIC
student_27,concept_1,17,1,0.7741,SYNTHETIC
student_27,concept_2,1,0,0.1904,SYNTHETIC
student_27,concept_2,2,0,0.2115,SYNTHETIC
student_27,concept_2,3,1,0.2306,SYNTHETIC
student_27,concept_2,4,0,0.2817,SYNTHETIC
student_27,concept_2,5,1,0.2997,SYNTHETIC
student_27,concept_2,6,1,0.3265,SYNTHETIC
student_27,concept_2,7,1,0.3317,SYNTHETIC
student_27,concept_2,8,1,0.3731,SYNTHETIC
student_27,concept_2,9,0,0.4269,SYNTHETIC
student_27,concept_2,10,0,0.501,SYNTHETIC
student_27,concept_2,11,1,0.5123,SYNTHETIC
student_27,concept_2,12,0,0.5509,SYNTHETIC
student_27,concept_3,1,0,0.2708,SYNTHETIC
student_27,concept_3,2,0,0.2815,SYNTHETIC
student_27,concept_3,3,1,0.312,SYNTHETIC
student_27,concept_3,4,0,0.3269,SYNTHETIC
student_27,concept_3,5,0,0.3447,SYNTHETIC
student_27,concept_3,6,1,0.3599,SYNTHETIC
student_27,concept_3,7,0,0.3661,SYNTHETIC
student_27,concept_3,8,0,0.4198,SYNTHETIC
student_27,concept_3,9,1,0.4636,SYNTHETIC
student_27,concept_3,10,0,0.5049,SYNTHETIC
student_27,concept_3,11,0,0.5305,SYNTHETIC
student_27,concept_4,1,0,0.3201,SYNTHETIC
student_27,concept_4,2,0,0.3898,SYNTHETIC
student_27,concept_4,3,0,0.4164,SYNTHETIC
student_27,concept_4,4,0,0.4724,SYNTHETIC
student_27,concept_4,5,1,0.4758,SYNTHETIC
student_27,concept_4,6,0,0.5489,SYNTHETIC
student_27,concept_4,7,1,0.5965,SYNTHETIC
student_27,concept_4,8,0,0.6279,SYNTHETIC
student_27,concept_4,9,0,0.688,SYNTHETIC
student_27,concept_4,10,1,0.7304,SYNTHETIC
student_27,concept_4,11,1,0.8019,SYNTHETIC
student_27,concept_4,12,1,0.8123,SYNTHETIC
student_27,concept_5,1,1,0.1247,SYNTHETIC
student_27,concept_5,2,0,0.1411,SYNTHETIC
student_27,concept_5,3,0,0.1741,SYNTHETIC
student_27,concept_5,4,1,0.1886,SYNTHETIC
student_27,concept_5,5,0,0.232,SYNTHETIC
student_27,concept_5,6,1,0.2596,SYNTHETIC
student_27,concept_5,7,0,0.3368,SYNTHETIC
student_27,concept_5,8,1,0.4151,SYNTHETIC
student_27,concept_5,9,1,0.423,SYNTHETIC
student_27,concept_5,10,1,0.4484,SYNTHETIC
student_27,concept_5,11,1,0.4617,SYNTHETIC
student_27,concept_6,1,0,0.2977,SYNTHETIC
student_27,concept_6,2,0,0.305,SYNTHETIC
student_27,concept_6,3,1,0.3168,SYNTHETIC
student_27,concept_6,4,1,0.3345,SYNTHETIC
student_27,concept_6,5,0,0.3509,SYNTHETIC
student_27,concept_6,6,1,0.3783,SYNTHETIC
student_27,concept_6,7,0,0.4337,SYNTHETIC
student_27,concept_6,8,1,0.4763,SYNTHETIC
student_27,concept_6,9,0,0.5556,SYNTHETIC
student_27,concept_6,10,0,0.5597,SYNTHETIC
student_27,concept_6,11,1,0.5881,SYNTHETIC
student_27,concept_6,12,1,0.6298,SYNTHETIC
student_27,concept_6,13,1,0.7025,SYNTHETIC
student_27,concept_6,14,1,0.7733,SYNTHETIC
student_27,concept_6,15,1,0.7932,SYNTHETIC
student_27,concept_6,16,1,0.8605,SYNTHETIC
student_27,concept_6,17,1,0.9188,SYNTHETIC
student_27,concept_6,18,1,0.9288,SYNTHETIC
student_27,concept_6,19,1,0.95,SYNTHETIC
student_27,concept_6,20,1,0.95,SYNTHETIC
student_27,concept_6,21,1,0.95,SYNTHETIC
student_27,concept_6,22,0,0.95,SYNTHETIC
student_27,concept_6,23,1,0.95,SYNTHETIC
student_27,concept_7,1,0,0.1274,SYNTHETIC
student_27,concept_7,2,0,0.1293,SYNTHETIC
student_27,concept_7,3,0,0.1359,SYNTHETIC
student_27,concept_7,4,1,0.182,SYNTHETIC
student_27,concept_7,5,0,0.1916,SYNTHETIC
student_27,concept_7,6,0,0.2095,SYNTHETIC
student_27,concept_7,7,0,0.2373,SYNTHETIC
student_27,concept_7,8,1,0.2762,SYNTHETIC
student_27,concept_7,9,1,0.3338,SYNTHETIC
student_27,concept_7,10,1,0.3861,SYNTHETIC
student_27,concept_7,11,0,0.4073,SYNTHETIC
student_27,concept_7,12,0,0.4447,SYNTHETIC
student_27,concept_7,13,0,0.4958,SYNTHETIC
student_27,concept_7,14,1,0.575,SYNTHETIC
student_27,concept_7,15,1,0.5813,SYNTHETIC
student_27,concept_7,16,1,0.6045,SYNTHETIC
student_27,concept_7,17,0,0.6766,SYNTHETIC
student_27,concept_7,18,1,0.7401,SYNTHETIC
student_27,concept_7,19,1,0.7466,SYNTHETIC
student_27,concept_7,20,1,0.7471,SYNTHETIC
student_27,concept_7,21,1,0.7923,SYNTHETIC
student_27,concept_7,22,1,0.8716,SYNTHETIC
student_27,concept_8,1,1,0.5794,SYNTHETIC
student_27,concept_8,2,0,0.6021,SYNTHETIC
student_27,concept_8,3,0,0.626,SYNTHETIC
student_27,concept_8,4,1,0.6357,SYNTHETIC
student_27,concept_8,5,1,0.6725,SYNTHETIC
student_27,concept_8,6,1,0.7176,SYNTHETIC
student_27,concept_8,7,0,0.7928,SYNTHETIC
student_27,concept_8,8,1,0.8165,SYNTHETIC
student_27,concept_8,9,1,0.8238,SYNTHETIC
student_27,concept_8,10,1,0.8931,SYNTHETIC
student_27,concept_8,11,1,0.9489,SYNTHETIC
student_27,concept_8,12,1,0.95,SYNTHETIC
student_27,concept_8,13,1,0.95,SYNTHETIC
student_27,concept_8,14,1,0.95,SYNTHETIC
student_27,concept_8,15,1,0.95,SYNTHETIC
student_27,concept_8,16,1,0.95,SYNTHETIC
student_27,concept_8,17,1,0.95,SYNTHETIC
student_27,concept_8,18,1,0.95,SYNTHETIC
student_27,concept_8,19,1,0.95,SYNTHETIC
student_27,concept_8,20,1,0.95,SYNTHETIC
student_27,concept_8,21,1,0.95,SYNTHETIC
student_27,concept_9,1,1,0.4214,SYNTHETIC
student_27,concept_9,2,1,0.4352,SYNTHETIC
student_27,concept_9,3,0,0.4397,SYNTHETIC
student_27,concept_9,4,0,0.4829,SYNTHETIC
student_27,concept_9,5,0,0.5286,SYNTHETIC
student_27,concept_9,6,1,0.5566,SYNTHETIC
student_27,concept_9,7,1,0.6328,SYNTHETIC
student_27,concept_9,8,1,0.6429,SYNTHETIC
student_27,concept_9,9,0,0.6821,SYNTHETIC
student_27,concept_9,10,0,0.6909,SYNTHETIC
student_27,concept_9,11,1,0.747,SYNTHETIC
student_27,concept_9,12,1,0.7862,SYNTHETIC
student_27,concept_9,13,1,0.8225,SYNTHETIC
student_27,concept_9,14,1,0.8572,SYNTHETIC
student_27,concept_9,15,0,0.8727,SYNTHETIC
student_27,concept_9,16,1,0.9465,SYNTHETIC
student_27,concept_9,17,1,0.95,SYNTHETIC
student_27,concept_9,18,1,0.95,SYNTHETIC
student_27,concept_9,19,1,0.95,SYNTHETIC
student_28,concept_0,1,1,0.2777,SYNTHETIC
student_28,concept_0,2,0,0.3039,SYNTHETIC
student_28,concept_0,3,1,0.3321,SYNTHETIC
student_28,concept_0,4,1,0.3976,SYNTHETIC
student_28,concept_0,5,0,0.4472,SYNTHETIC
student_28,concept_0,6,1,0.5181,SYNTHETIC
student_28,concept_0,7,1,0.5455,SYNTHETIC
student_28,concept_0,8,1,0.6019,SYNTHETIC
student_28,concept_0,9,1,0.6572,SYNTHETIC
student_28,concept_0,10,1,0.7339,SYNTHETIC
student_28,concept_0,11,0,0.8062,SYNTHETIC
student_28,concept_1,1,0,0.2707,SYNTHETIC
student_28,concept_1,2,1,0.2955,SYNTHETIC
student_28,concept_1,3,0,0.3364,SYNTHETIC
student_28,concept_1,4,0,0.3376,SYNTHETIC
student_28,concept_1,5,1,0.3415,SYNTHETIC
student_28,concept_1,6,0,0.3996,SYNTHETIC
student_28,concept_1,7,0,0.4449,SYNTHETIC
student_28,concept_1,8,0,0.5175,SYNTHETIC
student_28,concept_1,9,0,0.5681,SYNTHETIC
student_28,concept_1,10,1,0.581,SYNTHETIC
student_28,concept_1,11,1,0.6336,SYNTHETIC
student_28,concept_1,12,1,0.6774,SYNTHETIC
student_28,concept_1,13,1,0.7161,SYNTHETIC
student_28,concept_1,14,1,0.7678,SYNTHETIC
student_28,concept_1,15,1,0.8163,SYNTHETIC
student_28,concept_1,16,0,0.8789,SYNTHETIC
student_28,concept_1,17,1,0.9342,SYNTHETIC
student_28,concept_1,18,1,0.95,SYNTHETIC
student_28,concept_1,19,1,0.95,SYNTHETIC
student_28,concept_1,20,1,0.95,SYNTHETIC
student_28,concept_2,1,0,0.4482,SYNTHETIC
student_28,concept_2,2,0,0.5244,SYNTHETIC
student_28,concept_2,3,1,0.5402,SYNTHETIC
student_28,concept_2,4,1,0.5796,SYNTHETIC
student_28,concept_2,5,1,0.641,SYNTHETIC
student_28,concept_3,1,0,0.133,SYNTHETIC
student_28,concept_3,2,1,0.2044,SYNTHETIC
student_28,concept_3,3,0,0.2188,SYNTHETIC
student_28,concept_3,4,0,0.2706,SYNTHETIC
student_28,concept_3,5,1,0.3332,SYNTHETIC
student_28,concept_3,6,1,0.3935,SYNTHETIC
student_28,concept_3,7,0,0.4316,SYNTHETIC
student_28,concept_3,8,1,0.4763,SYNTHETIC
student_28,concept_3,9,1,0.4897,SYNTHETIC
student_28,concept_4,1,0,0.3819,SYNTHETIC
student_28,concept_4,2,0,0.3969,SYNTHETIC
student_28,concept_4,3,0,0.4758,SYNTHETIC
student_28,concept_4,4,1,0.5401,SYNTHETIC
student_28,concept_4,5,0,0.5521,SYNTHETIC
student_28,concept_4,6,0,0.5672,SYNTHETIC
student_28,concept_4,7,1,0.5927,SYNTHETIC
student_28,concept_4,8,0,0.5977,SYNTHETIC
student_28,concept_4,9,0,0.6488,SYNTHETIC
student_28,concept_4,10,1,0.6925,SYNTHETIC
student_28,concept_4,11,1,0.708,SYNTHETIC
student_28,concept_4,12,1,0.7814,SYNTHETIC
student_28,concept_4,13,1,0.7974,SYNTHETIC
student_28,concept_4,14,0,0.8373,SYNTHETIC
student_28,concept_4,15,1,0.9117,SYNTHETIC
student_28,concept_4,16,1,0.9373,SYNTHETIC
student_28,concept_4,17,1,0.95,SYNTHETIC
student_28,concept_4,18,1,0.95,SYNTHETIC
student_28,concept_5,1,1,0.4448,SYNTHETIC
student_28,concept_5,2,0,0.4732,SYNTHETIC
student_28,concept_5,3,0,0.5116,SYNTHETIC
student_28,concept_5,4,0,0.5134,SYNTHETIC
student_28,concept_5,5,1,0.5801,SYNTHETIC
student_28,concept_5,6,1,0.6563,SYNTHETIC
student_28,concept_5,7,1,0.659,SYNTHETIC
student_28,concept_5,8,0,0.7014,SYNTHETIC
student_28,concept_5,9,1,0.717,SYNTHETIC
student_28,concept_6,1,0,0.7304,SYNTHETIC
student_28,concept_6,2,0,0.7395,SYNTHETIC
student_28,concept_6,3,0,0.8131,SYNTHETIC
student_28,concept_6,4,1,0.8781,SYNTHETIC
student_28,concept_6,5,0,0.9327,SYNTHETIC
student_28,concept_6,6,1,0.95,SYNTHETIC
student_28,concept_6,7,1,0.95,SYNTHETIC
student_28,concept_6,8,1,0.95,SYNTHETIC
student_28,concept_6,9,1,0.95,SYNTHETIC
student_28,concept_6,10,1,0.95,SYNTHETIC
student_28,concept_6,11,1,0.95,SYNTHETIC
student_28,concept_6,12,1,0.95,SYNTHETIC
student_28,concept_6,13,1,0.95,SYNTHETIC
student_28,concept_6,14,1,0.95,SYNTHETIC
student_28,concept_7,1,1,0.5977,SYNTHETIC
student_28,concept_7,2,0,0.6579,SYNTHETIC
student_28,concept_7,3,1,0.698,SYNTHETIC
student_28,concept_7,4,1,0.7736,SYNTHETIC
student_28,concept_7,5,1,0.8438,SYNTHETIC
student_28,concept_8,1,1,0.0536,SYNTHETIC
student_28,concept_8,2,0,0.0593,SYNTHETIC
student_28,concept_8,3,0,0.1327,SYNTHETIC
student_28,concept_8,4,1,0.1374,SYNTHETIC
student_28,concept_8,5,0,0.1608,SYNTHETIC
student_28,concept_8,6,0,0.2239,SYNTHETIC
student_28,concept_9,1,0,0.2961,SYNTHETIC
student_28,concept_9,2,0,0.3482,SYNTHETIC
student_28,concept_9,3,1,0.3776,SYNTHETIC
student_28,concept_9,4,0,0.3924,SYNTHETIC
student_28,concept_9,5,1,0.4264,SYNTHETIC
student_28,concept_9,6,0,0.4554,SYNTHETIC
student_28,concept_9,7,1,0.4831,SYNTHETIC
student_28,concept_9,8,1,0.5267,SYNTHETIC
student_28,concept_9,9,1,0.5335,SYNTHETIC
student_28,concept_9,10,0,0.5599,SYNTHETIC
student_28,concept_9,11,0,0.5651,SYNTHETIC
student_28,concept_9,12,1,0.583,SYNTHETIC
student_28,concept_9,13,1,0.6536,SYNTHETIC
student_28,concept_9,14,0,0.6982,SYNTHETIC
student_28,concept_9,15,0,0.704,SYNTHETIC
student_28,concept_9,16,1,0.7573,SYNTHETIC
student_28,concept_9,17,1,0.7874,SYNTHETIC
student_28,concept_9,18,1,0.7996,SYNTHETIC
student_28,concept_9,19,1,0.8117,SYNTHETIC
student_28,concept_9,20,1,0.8822,SYNTHETIC
student_28,concept_9,21,1,0.8871,SYNTHETIC
student_28,concept_9,22,1,0.95,SYNTHETIC
student_28,concept_9,23,1,0.95,SYNTHETIC
student_29,concept_0,1,1,0.6876,SYNTHETIC
student_29,concept_0,2,1,0.7492,SYNTHETIC
student_29,concept_0,3,1,0.7925,SYNTHETIC
student_29,concept_0,4,1,0.8665,SYNTHETIC
student_29,concept_0,5,1,0.9219,SYNTHETIC
student_29,concept_1,1,0,0.1285,SYNTHETIC
student_29,concept_1,2,1,0.1875,SYNTHETIC
student_29,concept_1,3,0,0.2142,SYNTHETIC
student_29,concept_1,4,1,0.2849,SYNTHETIC
student_29,concept_1,5,0,0.3508,SYNTHETIC
student_29,concept_1,6,1,0.3949,SYNTHETIC
student_29,concept_1,7,0,0.4036,SYNTHETIC
student_29,concept_2,1,0,0.4801,SYNTHETIC
student_29,concept_2,2,1,0.5476,SYNTHETIC
student_29,concept_2,3,1,0.5648,SYNTHETIC
student_29,concept_2,4,1,0.5806,SYNTHETIC
student_29,concept_2,5,1,0.5923,SYNTHETIC
student_29,concept_2,6,1,0.6418,SYNTHETIC
student_29,concept_2,7,0,0.6854,SYNTHETIC
student_29,concept_2,8,1,0.7388,SYNTHETIC
student_29,concept_2,9,1,0.8077,SYNTHETIC
student_29,concept_2,10,1,0.8535,SYNTHETIC
student_29,concept_2,11,1,0.9011,SYNTHETIC
student_29,concept_2,12,1,0.9486,SYNTHETIC
student_29,concept_2,13,1,0.95,SYNTHETIC
student_29,concept_2,14,1,0.95,SYNTHETIC
student_29,concept_2,15,1,0.95,SYNTHETIC
student_29,concept_2,16,1,0.95,SYNTHETIC
student_29,concept_2,17,1,0.95,SYNTHETIC
student_29,concept_2,18,0,0.95,SYNTHETIC
student_29,concept_2,19,1,0.95,SYNTHETIC
student_29,concept_2,20,1,0.95,SYNTHETIC
student_29,concept_3,1,0,0.3032,SYNTHETIC
student_29,concept_3,2,1,0.3276,SYNTHETIC
student_29,concept_3,3,0,0.3565,SYNTHETIC
student_29,concept_3,4,1,0.3831,SYNTHETIC
student_29,concept_3,5,1,0.3889,SYNTHETIC
student_29,concept_3,6,0,0.4528,SYNTHETIC
student_29,concept_3,7,0,0.515,SYNTHETIC
student_29,concept_3,8,1,0.5245,SYNTHETIC
student_29,concept_3,9,1,0.5572,SYNTHETIC
student_29,concept_4,1,1,0.3304,SYNTHETIC
student_29,concept_4,2,0,0.3763,SYNTHETIC
student_29,concept_4,3,0,0.3923,SYNTHETIC
student_29,concept_4,4,1,0.4479,SYNTHETIC
student_29,concept_4,5,0,0.4941,SYNTHETIC
student_29,concept_4,6,1,0.5575,SYNTHETIC
student_29,concept_4,7,1,0.5742,SYNTHETIC
student_29,concept_4,8,1,0.6249,SYNTHETIC
student_29,concept_4,9,0,0.6762,SYNTHETIC
student_29,concept_4,10,1,0.7191,SYNTHETIC
student_29,concept_4,11,1,0.7349,SYNTHETIC
student_29,concept_4,12,1,0.7459,SYNTHETIC
student_29,concept_4,13,0,0.8217,SYNTHETIC
student_29,concept_4,14,1,0.8634,SYNTHETIC
student_29,concept_4,15,1,0.8807,SYNTHETIC
student_29,concept_4,16,1,0.8892,SYNTHETIC
student_29,concept_4,17,1,0.8925,SYNTHETIC
student_29,concept_4,18,1,0.9315,SYNTHETIC
student_29,concept_4,19,1,0.95,SYNTHETIC
student_29,concept_4,20,1,0.95,SYNTHETIC
student_29,concept_4,21,1,0.95,SYNTHETIC
student_29,concept_4,22,1,0.95,SYNTHETIC
student_29,concept_4,23,1,0.95,SYNTHETIC
student_29,concept_4,24,1,0.95,SYNTHETIC
student_29,concept_5,1,0,0.07,SYNTHETIC
student_29,concept_5,2,1,0.0954,SYNTHETIC
student_29,concept_5,3,1,0.1685,SYNTHETIC
student_29,concept_5,4,0,0.1756,SYNTHETIC
student_29,concept_5,5,0,0.2552,SYNTHETIC
student_29,concept_6,1,1,0.62,SYNTHETIC
student_29,concept_6,2,1,0.6364,SYNTHETIC
student_29,concept_6,3,1,0.7041,SYNTHETIC
student_29,concept_6,4,1,0.7823,SYNTHETIC
student_29,concept_6,5,1,0.8028,SYNTHETIC
student_29,concept_6,6,1,0.8085,SYNTHETIC
student_29,concept_6,7,1,0.8716,SYNTHETIC
student_29,concept_6,8,1,0.8995,SYNTHETIC
student_29,concept_6,9,1,0.95,SYNTHETIC
student_29,concept_6,10,1,0.95,SYNTHETIC
student_29,concept_6,11,1,0.95,SYNTHETIC
student_29,concept_6,12,1,0.95,SYNTHETIC
student_29,concept_6,13,1,0.95,SYNTHETIC
student_29,concept_6,14,1,0.95,SYNTHETIC
student_29,concept_6,15,1,0.95,SYNTHETIC
student_29,concept_6,16,1,0.95,SYNTHETIC
student_29,concept_7,1,1,0.6627,SYNTHETIC
student_29,concept_7,2,1,0.7277,SYNTHETIC
student_29,concept_7,3,1,0.7687,SYNTHETIC
student_29,concept_7,4,1,0.8335,SYNTHETIC
student_29,concept_7,5,1,0.8879,SYNTHETIC
student_29,concept_7,6,1,0.95,SYNTHETIC
student_29,concept_7,7,1,0.95,SYNTHETIC
student_29,concept_7,8,1,0.95,SYNTHETIC
student_29,concept_7,9,1,0.95,SYNTHETIC
student_29,concept_7,10,1,0.95,SYNTHETIC
student_29,concept_7,11,0,0.95,SYNTHETIC
student_29,concept_7,12,1,0.95,SYNTHETIC
student_29,concept_7,13,1,0.95,SYNTHETIC
student_29,concept_7,14,1,0.95,SYNTHETIC
student_29,concept_7,15,1,0.95,SYNTHETIC
student_29,concept_7,16,1,0.95,SYNTHETIC
student_29,concept_7,17,1,0.95,SYNTHETIC
student_29,concept_7,18,1,0.95,SYNTHETIC
student_29,concept_7,19,1,0.95,SYNTHETIC
student_29,concept_7,20,1,0.95,SYNTHETIC
student_29,concept_7,21,1,0.95,SYNTHETIC
student_29,concept_7,22,1,0.95,SYNTHETIC
student_29,concept_8,1,0,0.0958,SYNTHETIC
student_29,concept_8,2,0,0.1678,SYNTHETIC
student_29,concept_8,3,1,0.22,SYNTHETIC
student_29,concept_8,4,0,0.2922,SYNTHETIC
student_29,concept_8,5,0,0.3326,SYNTHETIC
student_29,concept_8,6,1,0.4004,SYNTHETIC
student_29,concept_8,7,1,0.467,SYNTHETIC
student_29,concept_8,8,0,0.5029,SYNTHETIC
student_29,concept_8,9,1,0.5515,SYNTHETIC
student_29,concept_8,10,0,0.5755,SYNTHETIC
student_29,concept_8,11,0,0.6075,SYNTHETIC
student_29,concept_8,12,0,0.6279,SYNTHETIC
student_29,concept_8,13,1,0.6737,SYNTHETIC
student_29,concept_8,14,1,0.6785,SYNTHETIC
student_29,concept_9,1,0,0.1315,SYNTHETIC
student_29,concept_9,2,0,0.1368,SYNTHETIC
student_29,concept_9,3,1,0.1384,SYNTHETIC
student_29,concept_9,4,0,0.211,SYNTHETIC
student_29,concept_9,5,0,0.2648,SYNTHETIC
student_29,concept_9,6,1,0.3114,SYNTHETIC
student_29,concept_9,7,1,0.3201,SYNTHETIC
student_29,concept_9,8,0,0.3206,SYNTHETIC
student_29,concept_9,9,0,0.34,SYNTHETIC
student_29,concept_9,10,0,0.4199,SYNTHETIC
student_30,concept_0,1,1,0.4026,SYNTHETIC
student_30,concept_0,2,0,0.4733,SYNTHETIC
student_30,concept_0,3,0,0.5247,SYNTHETIC
student_30,concept_0,4,0,0.5846,SYNTHETIC
student_30,concept_0,5,1,0.6089,SYNTHETIC
student_30,concept_0,6,0,0.6378,SYNTHETIC
student_30,concept_0,7,1,0.7122,SYNTHETIC
student_30,concept_1,1,0,0.182,SYNTHETIC
